age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,split,capital_gain_topcoded,hours_iqr_outlier,high_sampling_weight,income_binary,net_capital,has_capital_gain,has_capital_loss,log_capital_gain,log_fnlwgt,age_group,hours_group,is_united_states,is_married,workclass_simplified
37,Private,254202,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.445888439398772,35-44,overtime,1,1,Private
46,Private,146195,Assoc-acdm,12,Divorced,Tech-support,Not-in-family,Black,Female,0,0,36,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.892703466142407,45-54,standard_40,1,0,Private
38,Federal-gov,125933,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Iran,>50K,train,0,0,0,1,0,0,0,0.0,11.743513239173671,35-44,standard_40,0,1,Government
43,Self-emp-not-inc,56920,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,10.949419620566681,35-44,very_high,1,1,Self-employed
27,Private,163127,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.002290447694584,25-34,reduced,1,1,Private
20,Private,34310,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,10.443221281449327,17-24,part_time,1,0,Private
49,Private,81973,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,11.314157402797333,45-54,standard_40,1,1,Private
61,Self-emp-inc,66614,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.106685056394312,55-64,standard_40,1,1,Self-employed
27,Private,232782,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.357861968118051,25-34,standard_40,1,0,Private
19,Private,316868,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,30,Mexico,<=50K,train,0,1,0,0,0,0,0,0.0,12.666243718237075,17-24,reduced,0,0,Private
45,Private,196584,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,1564,40,United-States,>50K,train,0,0,0,1,-1564,0,1,0.0,12.188850186734587,45-54,standard_40,1,0,Private
70,Private,105376,Some-college,10,Never-married,Tech-support,Other-relative,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.565299674957968,65+,standard_40,1,0,Private
31,Private,185814,HS-grad,9,Never-married,Transport-moving,Unmarried,Black,Female,0,0,30,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.132506834073085,25-34,reduced,1,0,Private
22,Private,175374,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,24,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.074681817404763,17-24,reduced,1,1,Private
36,Private,108293,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,24,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.592605029792303,35-44,reduced,1,0,Private
64,Private,181232,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2179,40,United-States,<=50K,train,0,0,0,0,-2179,0,1,0.0,12.107538775214625,55-64,standard_40,1,1,Private
43,Unknown,174662,Some-college,10,Divorced,Unknown,Not-in-family,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.070613682048315,35-44,standard_40,1,0,Unpaid/Unknown
47,Local-gov,186009,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,Mexico,<=50K,train,0,0,0,0,0,0,0,0.0,12.133555714690997,45-54,standard_40,0,0,Government
34,Private,198183,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.196951171080613,25-34,standard_40,1,0,Private
33,Private,163003,Bachelors,13,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K,train,0,0,0,0,0,0,0,0.0,12.001530019365102,25-34,standard_40,0,0,Private
21,Private,296158,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.59865175124841,17-24,reduced,1,0,Private
52,Unknown,252903,HS-grad,9,Divorced,Unknown,Not-in-family,White,Male,0,0,45,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.440765249061249,45-54,overtime,1,0,Unpaid/Unknown
48,Private,187715,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.142685461349771,45-54,overtime,1,1,Private
23,Private,214542,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.27626546346001,17-24,standard_40,1,0,Private
71,Self-emp-not-inc,494223,Some-college,10,Separated,Sales,Unmarried,Black,Male,0,1816,2,United-States,<=50K,train,0,1,0,0,-1816,0,1,0.0,13.110744134692169,65+,part_time,1,0,Self-employed
29,Private,191535,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.16283105949115,25-34,very_high,1,0,Private
42,Private,228456,Bachelors,13,Separated,Other-service,Other-relative,Black,Male,0,0,50,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.339103287800162,35-44,overtime,1,0,Private
68,Unknown,38317,1st-4th,2,Divorced,Unknown,Not-in-family,White,Female,0,0,20,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,10.553675038655937,65+,part_time,1,0,Unpaid/Unknown
25,Private,252752,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.440168006248479,25-34,standard_40,1,0,Private
44,Self-emp-inc,78374,Masters,14,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.269260277935222,35-44,standard_40,1,0,Self-employed
28,Private,88419,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,England,<=50K,train,0,0,0,0,0,0,0,0.0,11.389853467380235,25-34,standard_40,0,0,Private
45,Self-emp-not-inc,201080,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.211463090939162,45-54,standard_40,1,1,Self-employed
36,Private,207157,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,40,Mexico,<=50K,train,0,0,0,0,0,0,0,0.0,12.241237066117792,35-44,standard_40,0,0,Private
39,Federal-gov,235485,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,42,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.369406742688493,35-44,overtime,1,0,Government
46,State-gov,102628,Masters,14,Widowed,Protective-serv,Unmarried,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.538875822852642,45-54,standard_40,1,0,Government
18,Private,25828,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,16,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,10.159253170667593,17-24,part_time,1,0,Private
66,Local-gov,54826,Assoc-voc,11,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,10.911938052328884,65+,part_time,1,0,Government
27,Private,124953,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,1980,40,United-States,<=50K,train,0,0,0,0,-1980,0,1,0.0,11.735700948555822,25-34,standard_40,1,0,Private
28,State-gov,175325,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.074402377081986,25-34,standard_40,1,1,Government
51,Private,96062,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,1977,40,United-States,>50K,train,0,0,0,1,-1977,0,1,0.0,11.472759505212103,45-54,standard_40,1,1,Private
27,Private,428030,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.966950901847557,25-34,overtime,1,0,Private
28,State-gov,149624,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,11.915887442860274,25-34,standard_40,1,1,Government
27,Private,253814,HS-grad,9,Married-spouse-absent,Sales,Unmarried,White,Female,0,0,25,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.444360934170836,25-34,reduced,1,1,Private
21,Private,312956,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.653821079893074,17-24,standard_40,1,0,Private
34,Private,483777,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,13.089381402788032,25-34,standard_40,1,0,Private
18,Private,183930,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.12231596626104,17-24,part_time,1,0,Private
33,Private,37274,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,10.52607813963294,25-34,very_high,1,1,Private
44,Local-gov,181344,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,38,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.108156573335648,35-44,standard_40,1,1,Government
43,Private,114580,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.649037275451104,35-44,standard_40,1,0,Private
30,Private,633742,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,45,United-States,<=50K,train,0,0,1,0,0,0,0,0.0,13.359398788461638,25-34,overtime,1,0,Private
40,Private,286370,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,>50K,train,0,0,0,1,0,0,0,0.0,12.565043451958553,35-44,standard_40,0,1,Private
37,Federal-gov,29054,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,42,United-States,>50K,train,0,0,0,1,0,0,0,0.0,10.276945864509205,35-44,overtime,1,1,Government
34,Private,304030,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.624884948873607,25-34,standard_40,1,1,Private
41,Self-emp-not-inc,143129,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.871508587178262,35-44,standard_40,1,0,Self-employed
53,Unknown,135105,Bachelors,13,Divorced,Unknown,Not-in-family,White,Female,0,0,50,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.813814934509129,45-54,overtime,1,0,Unpaid/Unknown
31,Private,99928,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,50,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.51221521280086,25-34,overtime,1,1,Private
58,State-gov,109567,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K,train,0,1,0,1,0,0,0,0.0,11.604300640061359,55-64,part_time,1,1,Government
38,Private,155222,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,28,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.95261807162762,35-44,reduced,1,0,Private
24,Private,159567,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.980225442641649,17-24,standard_40,1,1,Private
41,Local-gov,523910,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K,train,0,0,1,0,0,0,0,0.0,13.169077101549243,35-44,standard_40,1,1,Government
47,Private,120939,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.703049833827205,45-54,overtime,1,1,Private
41,Federal-gov,130760,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,24,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.781126508407558,35-44,reduced,1,1,Government
23,Private,197387,5th-6th,3,Married-civ-spouse,Transport-moving,Other-relative,White,Male,0,0,40,Mexico,<=50K,train,0,0,0,0,0,0,0,0.0,12.192926613860159,17-24,standard_40,0,1,Private
36,Private,99374,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.506655851956634,35-44,standard_40,1,0,Private
40,Federal-gov,56795,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,14084,0,55,United-States,>50K,train,0,1,0,1,14084,1,0,9.552865680310473,10.947221179694248,35-44,very_high,1,0,Government
35,Private,138992,Masters,14,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,7298,0,40,United-States,>50K,train,0,0,0,1,7298,1,0,8.895492631451633,11.842178851132505,35-44,standard_40,1,1,Private
24,Self-emp-not-inc,32921,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,10.40189640628703,17-24,standard_40,1,0,Self-employed
26,Private,397317,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,1876,40,United-States,<=50K,train,0,0,0,0,-1876,0,1,0.0,12.89249224659066,25-34,standard_40,1,0,Private
19,Unknown,170653,HS-grad,9,Never-married,Unknown,Own-child,White,Male,0,0,40,Italy,<=50K,train,0,0,0,0,0,0,0,0.0,12.047393393849188,17-24,standard_40,0,0,Unpaid/Unknown
51,Private,259323,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.46583352412755,45-54,overtime,1,1,Private
42,Local-gov,254817,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,1340,40,United-States,<=50K,train,0,0,0,0,-1340,0,1,0.0,12.448304843827072,35-44,standard_40,1,0,Government
37,State-gov,48211,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,10.783363231708234,35-44,reduced,1,0,Government
18,Private,140164,11th,7,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.850575579049915,17-24,standard_40,1,0,Private
36,Private,128757,Bachelors,13,Married-civ-spouse,Other-service,Husband,Black,Male,7298,0,36,United-States,>50K,train,0,0,0,1,7298,1,0,8.895492631451633,11.765689952517956,35-44,standard_40,1,1,Private
35,Private,36270,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,10.498773802892188,35-44,very_high,1,0,Private
58,Self-emp-inc,210563,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,15024,0,35,United-States,>50K,train,0,0,0,1,15024,1,0,9.617470759403409,12.257544923899136,55-64,reduced,1,1,Self-employed
17,Private,65368,11th,7,Never-married,Sales,Own-child,White,Female,0,0,12,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.08780341895267,17-24,part_time,1,0,Private
44,Local-gov,160943,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.988811757374119,35-44,standard_40,1,1,Government
37,Private,208358,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.247017832461932,35-44,standard_40,1,1,Private
35,Private,153790,Some-college,10,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.943349816786196,35-44,standard_40,1,0,Private
60,Private,85815,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.359960748277265,55-64,standard_40,1,1,Private
54,Self-emp-inc,125417,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,11.739407437549838,45-54,standard_40,1,1,Self-employed
37,Private,635913,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,60,United-States,>50K,train,0,1,1,1,0,0,0,0.0,13.362818613053408,35-44,very_high,1,0,Private
50,Private,313321,Assoc-acdm,12,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.654986694711154,45-54,standard_40,1,0,Private
38,Private,182609,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Poland,<=50K,train,0,0,0,0,0,0,0,0.0,12.11510801015608,35-44,overtime,0,1,Private
45,Private,109434,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.603086044678186,45-54,very_high,1,1,Private
25,Private,255004,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.44903843179147,25-34,standard_40,1,0,Private
31,Private,197860,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.195320042943083,25-34,standard_40,1,1,Private
64,Unknown,187656,1st-4th,2,Divorced,Unknown,Not-in-family,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.14237110735795,55-64,standard_40,1,0,Unpaid/Unknown
90,Private,51744,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,2206,40,United-States,<=50K,train,0,0,0,0,-2206,0,1,0.0,10.854083088102273,65+,standard_40,1,0,Private
54,Private,176681,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,20,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.082106785546777,45-54,part_time,1,1,Private
53,Local-gov,140359,Preschool,1,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,35,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.851965829697152,45-54,reduced,1,0,Government
18,Private,243313,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.402108069245187,17-24,standard_40,1,0,Private
60,Unknown,24215,10th,6,Divorced,Unknown,Not-in-family,Amer-Indian-Eskimo,Female,0,0,10,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,10.094768850701554,55-64,part_time,1,0,Unpaid/Unknown
66,Self-emp-not-inc,167687,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,1409,0,50,United-States,<=50K,train,0,0,0,0,1409,1,0,7.251344983372214,12.029860388900396,65+,overtime,1,1,Self-employed
75,Private,314209,Assoc-voc,11,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,20,Columbia,<=50K,train,0,1,0,0,0,0,0,0.0,12.657816831159066,65+,part_time,0,0,Private
65,Private,176796,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.082757460715925,65+,standard_40,1,0,Private
35,Private,538583,11th,7,Separated,Transport-moving,Not-in-family,Black,Male,3674,0,40,United-States,<=50K,train,0,0,1,0,3674,1,0,8.209308411646937,13.196698752271523,35-44,standard_40,1,0,Private
41,Private,130408,HS-grad,9,Divorced,Sales,Unmarried,Black,Female,0,0,38,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.778430944497938,35-44,standard_40,1,0,Private
25,Private,159732,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,42,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.981258950301738,25-34,overtime,1,0,Private
33,Private,110978,Some-college,10,Divorced,Craft-repair,Other-relative,Other,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.61709627320675,25-34,standard_40,1,0,Private
28,Private,76714,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States,>50K,train,0,1,0,1,0,0,0,0.0,11.247852535379305,25-34,very_high,1,0,Private
59,State-gov,268700,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.501354516219285,55-64,standard_40,1,1,Government
40,State-gov,170525,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.046643056748506,35-44,standard_40,1,0,Government
41,Private,180138,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Iran,>50K,train,0,0,0,1,0,0,0,0.0,12.1014840540844,35-44,overtime,0,1,Private
38,Local-gov,115076,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,>50K,train,0,1,0,1,0,0,0,0.0,11.653356748503997,35-44,very_high,1,1,Government
23,Private,115458,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.656670767569276,17-24,standard_40,1,0,Private
40,Private,347890,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.759644491302682,35-44,standard_40,1,1,Private
41,Self-emp-not-inc,196001,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,20,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.185880142242226,35-44,part_time,1,1,Self-employed
24,State-gov,273905,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.52054026081628,17-24,overtime,1,1,Government
