age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income,split,capital_gain_topcoded,hours_iqr_outlier,high_sampling_weight,income_binary,net_capital,has_capital_gain,has_capital_loss,log_capital_gain,log_fnlwgt,age_group,hours_group,is_united_states,is_married,workclass_simplified,workclass_code,education_code,marital_status_code,occupation_code,relationship_code,race_code,sex_code,native_country_code,age_group_code,hours_group_code,workclass_simplified_code,age_z,education_num_z,hours_per_week_z,log_capital_gain_z,log_fnlwgt_z,net_capital_z
23,Private,211678,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.262826255225757,17-24,standard_40,1,0,Private,3,15,4,6,1,4,1,38,0,3,1,-1.1414036805043453,-0.030615176983380503,-0.03430365770752064,-0.2980141118316148,0.4436395724687413,-0.13268256725509925
79,Private,124744,Some-college,10,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0,0,20,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.734026932650213,65+,part_time,1,1,Private,3,15,2,9,2,4,1,38,5,1,1,2.9435445122828217,-0.030615176983380503,-1.648400865802001,-0.2980141118316148,-0.39474939908712975,-0.13268256725509925
27,Private,213921,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,Mexico,<=50K,train,0,0,0,0,0,0,0,0.0,12.273366741581519,25-34,standard_40,0,0,Private,3,11,4,7,3,4,1,25,1,3,1,-0.8496216667338333,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,0.46035106799877434,-0.13268256725509925
40,Private,32214,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,10.380187461572742,35-44,standard_40,1,1,Private,3,7,2,0,0,4,1,38,2,3,1,0.09866987802033036,0.7475252208764167,-0.03430365770752064,-0.2980141118316148,-2.5412046484624407,-0.13268256725509925
67,Unknown,212759,10th,6,Married-civ-spouse,Unknown,Husband,White,Male,0,0,2,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.267920048856254,65+,part_time,1,1,Unpaid/Unknown,7,0,2,14,0,4,1,38,5,1,3,2.0681984709712857,-1.5868959727029748,-3.1010883530870337,-0.2980141118316148,0.4517155669355838,-0.13268256725509925
18,Private,309634,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,22,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.643149463403748,17-24,reduced,1,0,Private,3,1,4,7,3,4,0,38,0,2,1,-1.5061311977174852,-1.1978257737730762,-1.486991144992553,-0.2980141118316148,1.046625941305519,-0.13268256725509925
31,Local-gov,125927,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.743465594034657,25-34,standard_40,1,1,Government,1,5,2,4,0,4,1,38,1,3,0,-0.5578396529633214,-2.365036370562772,-0.03430365770752064,-0.2980141118316148,-0.37978480047072893,-0.13268256725509925
18,Private,446839,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,13.009955867684784,17-24,reduced,1,0,Private,3,11,4,11,1,4,1,38,0,2,1,-1.5061311977174852,-0.4196853759132791,-0.8413522617547609,-0.2980141118316148,1.6281819889711273,-0.13268256725509925
52,Private,276515,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Cuba,<=50K,train,0,0,0,0,0,0,0,0.0,12.530023964454791,45-54,standard_40,0,1,Private,3,9,2,7,0,4,1,4,3,3,1,0.9740159193318662,1.1365954198063153,-0.03430365770752064,-0.2980141118316148,0.8672702449732653,-0.13268256725509925
46,Private,51618,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,10.851645100748655,45-54,standard_40,1,1,Private,3,11,2,7,5,4,0,38,3,3,1,0.5363428986760982,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,-1.7937284918824836,-0.13268256725509925
59,Private,159937,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.982541519118438,55-64,overtime,1,1,Private,3,11,2,11,0,4,1,38,4,0,1,1.4846344434302619,-0.4196853759132791,0.6113352255302715,-0.2980141118316148,-0.0007400279121831947,-0.13268256725509925
44,Private,343591,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,14344,0,40,United-States,>50K,train,0,0,0,1,14344,1,0,9.571156728415465,12.747210185934108,35-44,standard_40,1,0,Private,3,11,0,2,1,4,0,38,2,3,1,0.3904518917908423,-0.4196853759132791,-0.03430365770752064,3.614782737448042,1.2116098178291608,1.7855659775144204
53,Private,346253,HS-grad,9,Divorced,Sales,Own-child,White,Female,0,0,35,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.754927888763527,45-54,reduced,1,0,Private,3,11,0,11,3,4,0,38,3,2,1,1.046961422774494,-0.4196853759132791,-0.43782795973114075,-0.2980141118316148,1.2238459094081287,-0.13268256725509925
49,Local-gov,268234,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.499618740942523,45-54,standard_40,1,1,Government,1,11,2,10,0,4,1,38,3,3,0,0.7551794090039822,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,0.8190640484406756,-0.13268256725509925
33,Private,202051,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.216280368997595,25-34,overtime,1,1,Private,3,12,2,9,0,4,1,38,1,0,1,-0.4119486460780655,1.5256656187362139,0.7727449463397196,-0.2980141118316148,0.36984303752818987,-0.13268256725509925
30,Private,54334,9th,5,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,10.902923865496952,25-34,standard_40,1,0,Private,3,6,4,11,1,4,1,38,1,3,1,-0.6307851564059495,-1.9759661716328734,-0.03430365770752064,-0.2980141118316148,-1.7124281781252964,-0.13268256725509925
43,Federal-gov,410867,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.92602727400971,35-44,overtime,1,0,Government,0,10,4,9,1,4,0,38,2,0,0,0.3175063883482143,2.303806016596011,0.7727449463397196,-0.2980141118316148,1.4951167516847779,-0.13268256725509925
57,Private,249977,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.429128192972156,55-64,standard_40,1,1,Private,3,8,2,9,0,4,1,38,4,3,1,1.338743436545006,0.35845502194651807,-0.03430365770752064,-0.2980141118316148,0.7073042645410977,-0.13268256725509925
37,Private,286730,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.566299772988144,35-44,standard_40,1,0,Private,3,15,0,2,4,4,0,38,2,3,1,-0.12016663230755356,-0.030615176983380503,-0.03430365770752064,-0.2980141118316148,0.9247840058845038,-0.13268256725509925
28,Private,212563,Some-college,10,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,25,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.266998398472667,25-34,reduced,1,0,Private,3,15,0,6,4,2,0,38,1,2,1,-0.7766761632912054,-0.030615176983380503,-1.244876563778381,-0.2980141118316148,0.45025432921412445,-0.13268256725509925
30,Private,117747,HS-grad,9,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,0,1573,35,Unknown,<=50K,train,0,0,0,0,-1573,0,1,0.0,11.67630202659641,25-34,reduced,0,1,Private,3,11,2,11,5,1,0,39,1,2,1,-0.6307851564059495,-0.4196853759132791,-0.43782795973114075,-0.2980141118316148,-0.486269797380933,-0.34304264540083645
34,Local-gov,226296,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.329603574794914,25-34,standard_40,1,1,Government,1,9,2,10,0,4,1,38,1,3,0,-0.3390031426354375,1.1365954198063153,-0.03430365770752064,-0.2980141118316148,0.5495121897106917,-0.13268256725509925
29,Local-gov,115585,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.657770120619901,25-34,overtime,1,0,Government,1,15,4,5,1,4,1,38,1,0,0,-0.7037306598485774,-0.030615176983380503,0.7727449463397196,-0.2980141118316148,-0.5156513508915203,-0.13268256725509925
48,Self-emp-not-inc,191277,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,60,United-States,>50K,train,0,1,0,1,-1902,0,1,0.0,12.161483146201341,45-54,very_high,1,1,Self-employed,5,10,2,9,0,4,1,38,3,4,2,0.6822339055613542,2.303806016596011,1.5797935503869598,-0.2980141118316148,0.2829643572747645,-0.38704039855401356
37,Private,202683,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.219403394938817,35-44,overtime,1,1,Private,3,15,2,11,0,4,1,38,2,0,1,-0.12016663230755356,-0.030615176983380503,0.6113352255302715,-0.2980141118316148,0.3747944631356426,-0.13268256725509925
48,Private,171095,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,England,<=50K,train,0,0,0,0,0,0,0,0.0,12.049980081465574,45-54,standard_40,0,0,Private,3,7,0,3,4,4,0,8,3,3,1,0.6822339055613542,0.7475252208764167,-0.03430365770752064,-0.2980141118316148,0.10618096180096813,-0.13268256725509925
32,Federal-gov,249409,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.426853407655194,25-34,standard_40,1,0,Government,0,11,4,7,3,2,1,38,1,3,0,-0.4848941495206935,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,0.7036976885850075,-0.13268256725509925
76,Private,124191,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,11.729584034168633,65+,standard_40,1,1,Private,3,12,2,3,0,4,1,38,5,3,1,2.7247080019549377,1.5256656187362139,-0.03430365770752064,-0.2980141118316148,-0.4017934268112136,-0.13268256725509925
44,Private,198282,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,>50K,train,0,1,0,1,15024,1,0,9.617470759403409,12.197450582139075,35-44,very_high,1,1,Private,3,9,2,3,0,4,1,38,2,4,1,0.3904518917908423,1.1365954198063153,1.5797935503869598,3.6337164358158747,0.33998920647174885,1.8765035828158199
47,Self-emp-not-inc,149116,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.912486511691297,45-54,overtime,1,0,Self-employed,5,12,4,9,1,4,0,38,3,0,2,0.6092884021187263,1.5256656187362139,0.7727449463397196,-0.2980141118316148,-0.11180928069245592,-0.13268256725509925
20,Private,188300,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.145797025305598,17-24,standard_40,1,0,Private,3,15,4,12,3,4,0,38,0,3,1,-1.3602401908322292,-0.030615176983380503,-0.03430365770752064,-0.2980141118316148,0.2580946757074155,-0.13268256725509925
29,Private,103432,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.546679339075448,25-34,standard_40,1,0,Private,3,11,4,2,1,4,1,38,1,3,1,-0.7037306598485774,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,-0.6917810887942885,-0.13268256725509925
32,Self-emp-inc,317660,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,>50K,train,0,0,0,1,7688,1,0,8.94754601503218,12.668740055404086,25-34,standard_40,1,1,Self-employed,4,11,2,2,0,4,1,38,1,3,2,-0.4848941495206935,-0.4196853759132791,-0.03430365770752064,3.359843642442008,1.0871987431089936,0.8954472997407225
17,Unknown,304873,10th,6,Never-married,Unknown,Own-child,White,Female,34095,0,32,United-States,<=50K,train,0,1,0,0,34095,1,0,10.436935354338399,12.627653855480041,17-24,reduced,1,0,Unpaid/Unknown,7,0,4,14,3,4,0,38,0,2,3,-1.5790767011601132,-1.5868959727029748,-0.6799425409453128,3.9687228071605727,1.0220583100016152,4.426902216202567
30,Private,194901,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.180252147115654,25-34,standard_40,1,0,Private,3,1,4,5,3,4,1,38,1,3,1,-0.6307851564059495,-1.1978257737730762,-0.03430365770752064,-0.2980141118316148,0.31272181478632166,-0.13268256725509925
31,Local-gov,189265,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.150908711979664,25-34,standard_40,1,0,Government,1,11,4,0,1,4,0,38,1,3,0,-0.5578396529633214,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,0.2661990388384294,-0.13268256725509925
42,Private,124692,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.733609995369179,35-44,standard_40,1,1,Private,3,11,2,5,0,4,1,38,2,3,1,0.24456088490558633,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,-0.39541043552066246,-0.13268256725509925
24,Private,432376,Bachelors,13,Never-married,Sales,Other-relative,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.977053171843112,17-24,standard_40,1,0,Private,3,9,4,11,2,4,1,38,0,3,1,-1.0684581770617172,1.1365954198063153,-0.03430365770752064,-0.2980141118316148,1.576016155638059,-0.13268256725509925
38,Private,65324,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,11.087130090388813,35-44,standard_40,1,1,Private,3,14,2,9,0,4,1,38,2,3,1,-0.04722112886492559,1.9147358176661124,-0.03430365770752064,-0.2980141118316148,-1.4203769956671073,-0.13268256725509925
56,Self-emp-not-inc,335605,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,1887,50,Canada,>50K,train,0,0,0,1,-1887,0,1,0.0,12.723693131842069,55-64,overtime,0,1,Self-employed,5,11,2,7,0,4,1,1,4,0,2,1.265797933102378,-0.4196853759132791,0.7727449463397196,-0.2980141118316148,1.1743245227228458,-0.3850344219664827
28,Private,377869,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,4064,0,25,United-States,<=50K,train,0,1,0,0,4064,1,0,8.310169021981912,12.842305500105365,25-34,reduced,1,1,Private,3,15,2,11,5,4,0,38,1,2,1,-0.7766761632912054,-0.030615176983380503,-1.244876563778381,3.0992767370013827,1.362379418401848,0.41080335619326436
36,Private,102864,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.54117272790833,35-44,standard_40,1,0,Private,3,11,4,6,3,4,0,38,2,3,1,-0.19311213575018155,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,-0.7005115880140526,-0.13268256725509925
53,Private,95647,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.468430065083664,45-54,overtime,1,1,Private,3,6,2,5,0,4,1,38,3,0,1,1.046961422774494,-1.9759661716328734,0.7727449463397196,-0.2980141118316148,-0.815842004809537,-0.13268256725509925
56,Self-emp-inc,303090,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.621788369434473,55-64,overtime,1,1,Self-employed,4,15,2,11,0,4,1,38,4,0,2,1.265797933102378,-0.030615176983380503,0.7727449463397196,-0.2980141118316148,1.012758829833093,-0.13268256725509925
49,Local-gov,197371,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.19284555194908,45-54,standard_40,1,1,Government,1,8,2,2,0,2,1,38,3,3,0,0.7551794090039822,0.35845502194651807,-0.03430365770752064,-0.2980141118316148,0.3326881257779069,-0.13268256725509925
55,Private,247552,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,56,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,12.419379979480023,55-64,very_high,1,1,Private,3,15,2,11,0,4,1,38,4,4,1,1.19285242965975,-0.030615176983380503,1.2569741087680637,-0.2980141118316148,0.691848884143918,-0.13268256725509925
22,Private,102632,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,41,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.538914797431477,17-24,overtime,1,0,Private,3,11,4,2,1,4,1,38,0,0,1,-1.2143491839469733,-0.4196853759132791,0.04640120269720339,-0.2980141118316148,-0.70409144133367,-0.13268256725509925
21,Private,199915,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.20565255730547,17-24,standard_40,1,0,Private,3,15,4,7,3,4,0,38,0,3,1,-1.2872946873896012,-0.030615176983380503,-0.03430365770752064,-0.2980141118316148,0.3529930913689323,-0.13268256725509925
40,Private,118853,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.685651128090736,35-44,very_high,1,1,Private,3,9,2,3,0,4,1,38,2,4,1,0.09866987802033036,1.1365954198063153,1.5797935503869598,-0.2980141118316148,-0.47144719218427117,-0.13268256725509925
30,Private,77143,Bachelors,13,Never-married,Exec-managerial,Own-child,Black,Male,0,0,40,Germany,<=50K,train,0,0,0,0,0,0,0,0.0,11.25342908419022,25-34,standard_40,0,0,Private,3,9,4,3,3,2,1,10,1,3,1,-0.6307851564059495,1.1365954198063153,-0.03430365770752064,-0.2980141118316148,-1.1567169710950835,-0.13268256725509925
29,State-gov,267989,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.498704945363995,25-34,overtime,1,1,Government,6,9,2,9,0,4,1,38,1,0,0,-0.7037306598485774,1.1365954198063153,0.7727449463397196,-0.2980141118316148,0.8176152641805842,-0.13268256725509925
19,Private,301606,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,35,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.616880124395673,17-24,reduced,1,0,Private,3,15,4,7,3,2,1,38,0,2,1,-1.433185694274857,-0.030615176983380503,-0.43782795973114075,-0.2980141118316148,1.0049770148145307,-0.13268256725509925
47,Private,287828,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,12.570121832778748,45-54,standard_40,1,1,Private,3,9,2,3,5,4,0,38,3,3,1,0.6092884021187263,1.1365954198063153,-0.03430365770752064,-0.2980141118316148,0.9308437201092924,-0.13268256725509925
20,Private,111697,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,1719,28,United-States,<=50K,train,0,1,0,0,-1719,0,1,0.0,11.62355407979404,17-24,reduced,1,0,Private,3,15,4,0,3,4,0,38,0,2,1,-1.3602401908322292,-0.030615176983380503,-1.002761982564209,-0.2980141118316148,-0.5698994371768595,-0.36256748418613693
31,Private,114937,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,train,0,0,0,1,0,0,0,0.0,11.652148131527536,25-34,standard_40,1,1,Private,3,7,2,0,0,4,1,38,1,3,1,-0.5578396529633214,0.7475252208764167,-0.03430365770752064,-0.2980141118316148,-0.5245647769342945,-0.13268256725509925
35,Unknown,129305,HS-grad,9,Married-civ-spouse,Unknown,Husband,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.769936967395626,35-44,standard_40,1,1,Unpaid/Unknown,7,11,2,14,0,4,1,38,2,3,3,-0.2660576391928095,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,-0.3378155570539992,-0.13268256725509925
39,Private,365739,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.809677977428624,35-44,standard_40,1,0,Private,3,15,0,2,1,4,1,38,2,3,1,0.025724374577702387,-0.030615176983380503,-0.03430365770752064,-0.2980141118316148,1.3106498604891472,-0.13268256725509925
28,Private,69621,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,0,0,60,United-States,<=50K,train,0,1,0,0,0,0,0,0.0,11.150835888329997,25-34,very_high,1,0,Private,3,7,4,11,1,4,0,38,1,4,1,-0.7766761632912054,0.7475252208764167,1.5797935503869598,-0.2980141118316148,-1.319374146121238,-0.13268256725509925
24,Private,43323,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,1762,40,United-States,<=50K,train,0,0,0,0,-1762,0,1,0.0,10.676462032955628,17-24,standard_40,1,0,Private,3,11,4,7,1,4,0,38,0,3,1,-1.0684581770617172,-0.4196853759132791,-0.03430365770752064,-0.2980141118316148,-2.0714738402041357,-0.36831795040372545
38,Self-emp-not-inc,120985,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4386,0,35,United-States,<=50K,train,0,0,0,0,4386,1,0,8.386400901166214,11.70343011540549,35-44,reduced,1,1,Self-employed,5,11,2,2,0,4,1,38,2,2,2,-0.04722112886492559,-0.4196853759132791,-0.43782795973114075,3.130441189235401,-0.44325935938311956,0.453864986938927
37,Private,254202,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,12.445888439398772,35-44,overtime,1,1,Private,3,9,2,11,0,4,1,38,2,0,1,-0.12016663230755356,1.1365954198063153,0.7727449463397196,-0.2980141118316148,0.7338769267302137,-0.13268256725509925
46,Private,146195,Assoc-acdm,12,Divorced,Tech-support,Not-in-family,Black,Female,0,0,36,United-States,<=50K,train,0,0,0,0,0,0,0,0.0,11.892703466142407,45-54,standard_40,1,0,Private,3,7,0,12,1,2,0,38,3,3,1,0.5363428986760982,0.7475252208764167,-0.3571230993264167,-0.2980141118316148,-0.143174463104555,-0.13268256725509925
38,Federal-gov,125933,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Iran,>50K,train,0,0,0,1,0,0,0,0.0,11.743513239173671,35-44,standard_40,0,1,Government,0,12,2,9,0,4,1,19,2,3,0,-0.04722112886492559,1.5256656187362139,-0.03430365770752064,-0.2980141118316148,-0.3797092611169652,-0.13268256725509925
